FID,LandUse,Location,D1HOURMAX,D24HOURMEAN,D8HOURMAX,D8HOURMEAN,Lat,Long,y_coord_pr,x_coord_pr
870,COMMERCIAL,SUBURBAN,45.1,30.11,40.18,38.42,35.479198,-97.751502,-241.852005,-98.420402
871,AGRICULTURAL,RURAL,55.56,37.34,50.82,49.61,34.257099,-97.474296,-326.359008,-84.209396
872,RESIDENTIAL,RURAL,48.58,29.32,44.04,42.79,35.854099,-94.986,-216.638,56.6958
873,RESIDENTIAL,SUBURBAN,44.02,28.55,39.02,37.41,35.320098,-97.4841,-253.085998,-83.574401
874,AGRICULTURAL,RURAL,45.36,30.18,41.08,39.98,34.507701,-98.400901,-307.971984,-136.664993
875,RESIDENTIAL,RURAL,48.38,32.71,44.11,43.01,34.348598,-98.307601,-319.067993,-131.636001
876,COMMERCIAL,RURAL,47.14,32.3,42.9,41.53,36.105499,-96.361198,-199.580001,-20.126699
877,AGRICULTURAL,RURAL,45.6,31.3,41.64,40.24,36.158401,-98.931999,-193.345993,-163.229995
878,AGRICULTURAL,RURAL,48.66,33.42,44.24,42.87,36.956199,-97.031303,-140.636993,-56.804298
879,AGRICULTURAL,RURAL,42.26,25.22,37.64,36.32,35.159599,-97.4738,-264.154998,-83.172798
880,AGRICULTURAL,RURAL,49.45,33.04,44.87,43.34,36.228401,-95.2499,-190.972,41.7243
881,COMMERCIAL,URBAN,45.18,29.45,40.24,38.61,35.477001,-97.4943,-242.259002,-83.972
882,RESIDENTIAL,SUBURBAN,46.48,31.85,42.23,40.9,35.477798,-97.303001,-242.371002,-73.224197
883,RESIDENTIAL,SUBURBAN,46.83,30.08,41.94,40.52,35.614101,-97.475097,-232.826995,-82.7388
884,RESIDENTIAL,RURAL,48.09,29.32,43.38,42.45,36.922199,-94.838897,-142.895996,63.980701
885,INDUSTRIAL,RURAL,45.5,28.94,40.77,39.47,34.902301,-95.7844,-282.554992,12.211
886,RESIDENTIAL,RURAL,47.91,26.06,42.75,41.91,35.581199,-94.830101,-235.347,65.653602
887,RESIDENTIAL,SUBURBAN,46.8,28.02,41.86,40.72,36.357398,-95.999198,-182.246994,0.041943
888,AGRICULTURAL,RURAL,45.66,29.17,40.97,39.69,35.953701,-96.004997,-210.083999,-0.277752
889,RESIDENTIAL,SUBURBAN,47.31,28.81,42.11,40.79,36.1338,-95.764503,-197.649993,13.115599
890,RESIDENTIAL,URBAN,44.02,25.03,38.57,37.11,36.204898,-95.976501,-192.764007,1.3055
891,AGRICULTURAL,RURAL,39.93,24.42,34.74,33.06,45.2597,-122.587997,619.804016,-1279.079956
892,COMMERCIAL,URBAN,39.07,20.19,32.99,31.46,45.443199,-122.638,632.645996,-1277.790039
893,AGRICULTURAL,RURAL,37.46,23.05,32.38,31.31,45.7681,-122.772003,656.00299,-1277.540039
894,AGRICULTURAL,RURAL,48.85,31.72,43.09,42.28,42.2294,-122.787002,422.371002,-1348.98999
895,RESIDENTIAL,URBAN,39.81,21.77,35,33.79,44.026298,-123.083999,545.388,-1327.170043
896,AGRICULTURAL,RURAL,40.64,20.02,35.66,34.45,43.834499,-123.035003,532.018005,-1328.73999
897,AGRICULTURAL,RURAL,41.77,23.28,36.3,35.12,44.809398,-122.914001,594.655029,-1303.349975
898,RESIDENTIAL,SUBURBAN,32.68,18.02,27.53,25.49,45.4967,-122.601997,635.682006,-1275.060058
899,RESIDENTIAL,RURAL,41.87,26.18,37.68,36.81,45.828899,-119.263,614.062011,-1112.97998
900,AGRICULTURAL,RURAL,58.05,41.42,53.11,51.48,39.93,-77.25,165.619003,983.598999
901,COMMERCIAL,SUBURBAN,44.04,23.27,37.98,35.95,40.465599,-79.961097,174.850997,836.507995
902,COMMERCIAL,URBAN,55.6,27.46,48.37,46.57,40.445598,-80.016197,172.988998,833.90802
903,RESIDENTIAL,RURAL,55.26,37.76,50.35,47.64,40.3819,-80.1856,167.123992,825.916015
904,RESIDENTIAL,SUBURBAN,43.92,24.28,38.34,36.56,40.617198,-79.7322,187.264007,846.463012
905,COMMERCIAL,SUBURBAN,57.05,30.68,50.5,49,40.814201,-79.564796,202.195999,852.64801
906,AGRICULTURAL,RURAL,55.63,39.39,50.51,47.54,40.5625,-80.503898,176.548995,807.343994
907,AGRICULTURAL,RURAL,49.98,29.98,44.34,41.87,40.6847,-80.359703,186.139999,813.34497
908,RESIDENTIAL,URBAN,51.81,23.43,44.53,43.16,40.747798,-80.316398,190.815002,814.828979
909,COMMERCIAL,SUBURBAN,57.87,29.75,50.79,49.16,40.383399,-75.968597,210.429992,1042.95996
910,INDUSTRIAL,SUBURBAN,50.79,27.9,45.13,44.13,40.535301,-78.370796,194.871994,917.536987
911,RESIDENTIAL,SUBURBAN,58.54,32.09,50.94,48.85,40.1072,-74.882202,204.641006,1102.900024
912,COMMERCIAL,URBAN,53.29,27.55,46.47,45.38,40.3097,-78.915,174.190002,892.450988
913,AGRICULTURAL,RURAL,53.13,32.78,48.42,47.18,40.811401,-77.876998,218.585998,939.143005
914,COMMERCIAL,RURAL,58.15,37.04,51.82,49.94,39.834499,-75.768203,175.789993,1061.550048
915,FOREST,RURAL,50.51,37.02,46.26,45.18,41.1175,-78.526199,232.755996,901.901
916,COMMERCIAL,RURAL,57.42,31.23,50.46,48.79,40.244998,-76.844703,191.291,1000.020019
917,COMMERCIAL,URBAN,55.69,30.47,49.28,47.42,40.272201,-76.681396,194.925994,1008.020019
918,INDUSTRIAL,URBAN,56.19,31.94,48.53,46.37,39.835601,-75.372497,180.514007,1081.939941
919,COMMERCIAL,SUBURBAN,54.39,35.15,48.24,46.16,42.141799,-80.038597,288.046997,812.36798
920,FOREST,RURAL,56.29,44.91,51.71,48.36,39.961101,-77.475601,165.302993,971.497985
921,AGRICULTURAL,RURAL,59.47,44.29,55.08,52.47,39.8162,-80.284896,127.773002,827.471008
922,COMMERCIAL,RURAL,55.54,39,50.35,48.75,40.563301,-78.919998,191.333999,888.935974
923,RESIDENTIAL,SUBURBAN,50.14,29.16,44.92,43.48,41.479099,-75.578201,288.662994,1046.160034
924,RESIDENTIAL,SUBURBAN,51.41,30.78,46.02,44.43,41.442798,-75.6231,285.70401,1044.449951
925,INDUSTRIAL,SUBURBAN,58.52,33.42,52.03,50.38,40.046699,-76.283302,184.169998,1031.810058
926,INDUSTRIAL,SUBURBAN,52.42,27.15,45.85,44.41,40.9958,-80.346397,207.412002,810.361999
927,COMMERCIAL,SUBURBAN,54.04,33.43,48.4,46.02,40.6119,-75.432502,232.014999,1066.869995
928,COMMERCIAL,SUBURBAN,47.15,25.86,41.75,40.67,41.209201,-76.003303,265.653015,1028.780029
929,RESIDENTIAL,SUBURBAN,51.59,28.74,46.33,44.85,41.265598,-75.846397,271.226989,1035.869995
930,RESIDENTIAL,URBAN,52.44,31,46.86,45.12,41.250801,-76.923797,258.316986,981.539978
931,COMMERCIAL,URBAN,55.44,33.5,49.59,47.9,41.215,-80.484802,221.093994,800.710021
932,FOREST,RURAL,49.15,30.78,43.79,42.31,41.083099,-75.323303,264.972991,1065.130004
933,RESIDENTIAL,SUBURBAN,55.97,31.69,48.61,47.06,40.112201,-75.309196,199.865005,1080.920043
934,COMMERCIAL,SUBURBAN,55.68,31.15,49.28,47.58,40.628101,-75.341102,234.169998,1071.280029
935,RESIDENTIAL,SUBURBAN,49.46,23.81,42.49,41.12,40.692199,-75.237197,239.707,1075.579956
936,UNKNOWN,RURAL,53.25,26.66,46.51,45.56,40.456901,-77.165603,202.115997,980.510986
937,RESIDENTIAL,URBAN,36.73,20.85,31,28.9,40.008899,-75.097801,195.440002,1093.390014
938,RESIDENTIAL,SUBURBAN,44.29,26.26,38.37,36.11,40.049999,-75.2406,196.498001,1085.410034
939,INDUSTRIAL,SUBURBAN,46.86,27.18,40.76,38.59,40.0764,-75.011901,201.005996,1096.72998
940,RESIDENTIAL,URBAN,40.75,22.32,34.54,32.49,39.927501,-75.222801,188.475997,1088.22998
941,FOREST,RURAL,50.21,39.15,46,42.71,41.644699,-76.939201,284.744995,975.120971
942,COMMERCIAL,SUBURBAN,55.85,28.37,49.22,47.97,40.146701,-79.902198,153.731002,843.41101
943,RESIDENTIAL,SUBURBAN,52.66,29.3,46.9,45.51,40.1706,-80.261398,152.070007,824.5
944,AGRICULTURAL,RURAL,55,31.51,49.22,47.7,40.445301,-80.420799,169.315002,813.007019
945,COMMERCIAL,SUBURBAN,54.42,26.19,46.77,45.86,40.4281,-79.692802,174.787002,850.812988
946,COMMERCIAL,SUBURBAN,52.65,29.39,46.51,45.01,40.304698,-79.505699,168.167999,862.002014
947,RESIDENTIAL,SUBURBAN,58.77,34.19,52.3,50.4,39.965301,-76.699401,174.020996,1011.539978
948,UNKNOWN,UNKNOWN,54.5,30.62,48.23,47.18,41.6156,-71.719902,346.101989,1237.020019
949,RESIDENTIAL,SUBURBAN,55.56,36.21,49.76,48.18,41.8409,-71.3609,365.992004,1250.70996
950,RESIDENTIAL,SUBURBAN,52.54,37.63,47.12,44.92,41.491699,-71.427803,341.842987,1253.819946
951,AGRICULTURAL,RURAL,60.46,38.85,55.69,54.53,34.325298,-82.386398,-264.46701,774.015014
952,RESIDENTIAL,SUBURBAN,58.28,39.35,53.04,51.95,33.342201,-81.788696,-326.221008,818.239013
953,FOREST,RURAL,54.13,30.64,48.91,48.33,33.320301,-81.465499,-324.777008,836.93103
954,INDUSTRIAL,RURAL,45.48,26.06,39.62,38.78,32.9873,-79.936698,-332.617004,928.119018
955,FOREST,RURAL,48.13,32.94,43.58,42.11,32.941001,-79.657203,-332.882995,944.664978
956,FOREST,RURAL,45.93,30.56,41.33,40.08,35.130401,-81.816596,-204.705001,797.559997
957,COMMERCIAL,RURAL,56.55,36.18,51.3,50.4,34.792999,-81.203697,-222.186004,835.481018
958,FOREST,RURAL,50.38,35.06,46.31,45.06,34.615398,-80.198799,-224.729995,893.78601
959,AGRICULTURAL,RURAL,48.77,28.4,43.64,42.69,33.0079,-80.964996,-341.347991,869.028015
960,AGRICULTURAL,RURAL,55.24,31.61,49.75,49.27,34.285701,-79.744903,-242.582,923.221984
961,AGRICULTURAL,RURAL,47.52,30.3,42.61,41.72,33.740001,-81.853599,-299.718994,810.297973
962,FOREST,RURAL,51.54,41.96,47.51,43.27,34.805301,-83.237701,-238.707992,721.325012
963,AGRICULTURAL,RURAL,60.27,34.9,54.21,53.34,34.653598,-82.838699,-245.848007,745.226989
964,COMMERCIAL,SUBURBAN,51.59,29.11,45.75,44.8,34.094001,-80.962303,-267.484985,856.898986
965,FOREST,RURAL,50.04,25.56,43.86,43.26,33.814701,-80.781097,-284.755004,870.323974
966,AGRICULTURAL,RURAL,60.13,39.93,54.6,53.54,34.131301,-80.868301,-264.063995,861.781005
967,RESIDENTIAL,RURAL,61.44,34.97,54.84,54.17,34.9887,-82.075798,-216.604995,784.58197
968,FOREST,RURAL,57.98,30.47,52.84,51.97,34.539398,-81.560401,-242.675994,818.270996
969,AGRICULTURAL,RURAL,52.02,30.56,47.31,46.64,33.7238,-79.565101,-278.852996,940.263
970,FOREST,SUBURBAN,56.3,36.37,50.42,49.6,34.935798,-81.228401,-212.694,832.512023
971,FOREST,RURAL,48.5,40.32,45.54,44.34,43.5578,-103.484001,329.898986,-374.408996
972,AGRICULTURAL,RURAL,44.13,34.81,41.43,40.57,43.746898,-101.941001,337.247009,-296.498992
973,RESIDENTIAL,SUBURBAN,40.59,29.18,36.22,34.35,44.155601,-103.316001,370.358001,-362.709014
974,RESIDENTIAL,URBAN,41.85,30.29,37.98,36.47,43.537601,-96.681999,313.264007,-34.1679
975,FOREST,RURAL,61.23,31.79,54.19,53.35,35.963298,-84.223197,-167.035003,655.666015
976,FOREST,RURAL,58.1,47.52,53.85,48.73,35.6315,-83.943496,-187.675003,674.164001
977,FOREST,RURAL,58.05,34.54,51.83,50.65,35.603099,-83.783599,-188.427993,683.314025
978,RESIDENTIAL,URBAN,52.13,27.12,45.83,45.1,36.205001,-86.744697,-166.649002,514.143005
979,FOREST,RURAL,58.17,33.82,52.2,51.44,36.150699,-86.623298,-169.680999,521.249023
980,AGRICULTURAL,RURAL,62.5,42.01,56.49,54.34,35.233501,-85.1818,-223.604003,608.513
981,INDUSTRIAL,RURAL,64.08,41.65,57.81,55.46,35.1026,-85.1622,-232.432006,610.679992
982,AGRICULTURAL,RURAL,63.54,33.94,56.75,55.91,36.114498,-83.600997,-152.110992,688.687011
983,AGRICULTURAL,RURAL,65.52,35.99,58.54,57.38,36.085498,-83.764801,-155.324005,679.91101
984,MOBILE,SUBURBAN,65.79,35.65,58.27,56.57,36.019199,-83.873802,-160.664993,674.495971
985,AGRICULTURAL,RURAL,59.16,38.99,54.55,53.41,35.116199,-87.470001,-245.313003,480.984985
986,RESIDENTIAL,SUBURBAN,65.53,34.92,58.54,57.16,35.720901,-84.341598,-184.453002,651.24298
987,RESIDENTIAL,RURAL,61.81,35.5,56.01,55.1,35.289001,-84.945999,-218.218002,621.247985
988,AGRICULTURAL,RURAL,53.98,43.98,50.22,48.03,36.205101,-85.399398,-158.509994,588.562011
989,AGRICULTURAL,RURAL,59.59,35.1,54.41,53.52,35.732898,-86.598899,-198.197998,525.565979
990,FOREST,RURAL,58.71,49.28,54.58,48.56,35.696701,-83.609703,-180.722,692.106994
991,FOREST,RURAL,67.82,57.29,62.53,54.75,35.562801,-83.4981,-189.014999,699.567016
992,RESIDENTIAL,SUBURBAN,56.37,31.34,50.03,49.01,35.217498,-90.019401,-249.785995,337.020996
993,AGRICULTURAL,RURAL,58.43,39.01,53.16,52.22,35.377201,-89.832199,-238.098007,346.812011
994,RESIDENTIAL,RURAL,62.74,37.19,55.81,54.24,36.541198,-82.426002,-113.728996,749.129028
995,RESIDENTIAL,SUBURBAN,62.44,35.32,55.33,53.88,36.582199,-82.485801,-111.420997,745.432006
996,INDUSTRIAL,RURAL,62.33,34.69,55.85,55.13,36.297798,-86.652801,-159.764007,518.578002
997,AGRICULTURAL,RURAL,64.07,40.64,58.22,57.52,36.453998,-86.564102,-148.546005,522.366027
998,AGRICULTURAL,RURAL,60.42,45.55,55.66,54.39,35.9519,-87.137199,-186.179992,494.101989
999,FOREST,RURAL,62.02,39.13,56.9,55.93,36.060398,-86.286102,-173.914993,540.586975
1000,RESIDENTIAL,SUBURBAN,42.37,24.26,36.8,35.66,29.5151,-98.620201,-651.487976,-159.027999
1001,MILITARY RESERVATION,RURAL,44.11,24.21,38.58,37.56,29.632099,-98.564903,-643.525024,-155.447998
1002,INDUSTRIAL,SUBURBAN,41.1,26.24,36.71,35.88,29.2754,-98.311698,-668.494995,-140.725006
1003,RESIDENTIAL,URBAN,44.66,24.01,38.45,37.26,29.520399,-95.392501,-653.278991,36.871898
1004,INDUSTRIAL,SUBURBAN,41.07,25.05,36.25,35.05,29.0438,-95.472999,-686.138,32.179798
1005,DESERT,RURAL,49.04,41.71,46.24,44.46,29.302499,-103.167999,-651.278015,-435.799011
1006,COMMERCIAL,URBAN,34.39,23.31,31.1,30.09,25.892499,-97.493797,-902.43402,-94.758201
1007,RESIDENTIAL,SUBURBAN,49.68,31.46,43.73,42.07,33.1324,-96.786499,-404.359985,-45.590698
1008,COMMERCIAL,URBAN,42.19,22.26,35.81,34.27,32.819999,-96.860099,-425.851989,-50.060501
1009,RESIDENTIAL,URBAN,44.48,25.92,38.4,36.98,32.9192,-96.808502,-419.040985,-46.9972
1010,COMMERCIAL,SUBURBAN,45.68,25.79,39.35,38.26,32.676601,-96.871597,-435.723999,-50.825
1011,COMMERCIAL,RURAL,50.17,27.14,43.61,42.31,33.194499,-97.193603,-399.826995,-69.132301
1012,RESIDENTIAL,SUBURBAN,45.24,27.85,39.86,38.5,33.410598,-96.944503,-385.097991,-54.553199
1013,AGRICULTURAL,SUBURBAN,44.34,29.73,39.29,37.24,32.436901,-97.025001,-452.144012,-59.9556
1014,AGRICULTURAL,SUBURBAN,42.18,24,36.19,34.65,32.4822,-97.026901,-449.02301,-60.034301
1015,RESIDENTIAL,SUBURBAN,53.71,32.52,46.95,46.15,31.7858,-106.323997,-462.921997,-607.651977
1016,COMMERCIAL,URBAN,50,27.8,42.73,41.93,31.768299,-106.500999,-462.924987,-618.200988
1017,COMMERCIAL,URBAN,51.51,27.65,43.46,42.45,31.765699,-106.455001,-463.415008,-615.523986
1018,COMMERCIAL,URBAN,49.25,26.03,41.6,40.69,31.746799,-106.402999,-465.062988,-612.598999
1019,RESIDENTIAL,SUBURBAN,49.67,26.73,43.21,42.56,31.6622,-106.303001,-471.519012,-607.408996
1020,RESIDENTIAL,URBAN,51.84,32.64,46.09,45.29,31.893899,-106.426002,-454.834014,-612.791992
1021,COMMERCIAL,URBAN,48.25,35.28,43.23,40.46,29.2544,-94.861099,-671.288024,69.354301
1022,RESIDENTIAL,RURAL,46.19,25.76,40.35,39.19,32.3787,-94.711799,-455.960998,75.404502
1023,RESIDENTIAL,SUBURBAN,50.12,23.1,41.59,40.59,29.9011,-95.326103,-627.031005,40.709201
1024,RESIDENTIAL,SUBURBAN,46.58,24.63,38.71,37.42,29.802499,-95.125602,-633.71997,52.889301
1025,RESIDENTIAL,URBAN,49.01,25.36,42.25,41.28,30.0394,-95.673896,-617.61798,19.6662
1026,RESIDENTIAL,SUBURBAN,42.39,19.22,34.94,33.96,29.827499,-95.283599,-632.08197,43.3166
1027,RESIDENTIAL,SUBURBAN,39.75,18.6,32.36,31.28,29.834699,-95.489196,-631.668029,30.884799
1028,RESIDENTIAL,SUBURBAN,39.28,21.18,33.68,32.54,29.6236,-95.473602,-646.203002,31.909299
1029,RESIDENTIAL,URBAN,44.33,23.25,37.74,36.64,29.695699,-95.499198,-641.244018,30.3285
1030,RESIDENTIAL,SUBURBAN,37.36,19.19,31.51,30.43,29.625799,-95.267501,-645.963989,44.401901
1031,INDUSTRIAL,URBAN,43.85,23.68,37.64,36.47,29.7247,-95.503601,-639.249023,30.0529
1032,RESIDENTIAL,SUBURBAN,36.2,17.24,29.94,28.96,29.735099,-95.315597,-638.458984,41.430999
1033,COMMERCIAL,URBAN,41.15,20.1,33.84,32.6,29.752799,-95.350303,-637.257995,39.321899
1034,RESIDENTIAL,URBAN,43.62,22.13,36.62,35.34,29.686399,-95.2947,-641.80603,42.7196
1035,COMMERCIAL,SUBURBAN,42.37,24.11,35.06,33.47,29.7646,-95.078002,-636.302001,55.792301
1036,COMMERCIAL,URBAN,43,20.17,34.97,33.96,29.767999,-95.220596,-636.148986,47.162799
1037,INDUSTRIAL,SUBURBAN,37.37,18.34,30.51,29.28,29.733699,-95.257598,-638.528991,44.942199
1038,RESIDENTIAL,SUBURBAN,45.19,25.95,38.88,37.7,29.67,-95.128501,-642.843994,52.799301
1039,RESIDENTIAL,SUBURBAN,47.51,29.29,41.03,39.51,29.583,-95.015502,-648.768005,59.706798
1040,AGRICULTURAL,RURAL,45.51,23.24,39.89,39.21,32.668998,-94.167396,-435.415985,106.864997
1041,RESIDENTIAL,RURAL,41.38,25.86,36.82,36.07,30.2147,-98.083297,-604.148986,-125.347
1042,RESIDENTIAL,URBAN,36.73,22.63,32.79,32.11,26.3099,-98.183097,-872.830017,-137.787002
1043,RESIDENTIAL,URBAN,33.17,20.57,29.48,28.81,26.2262,-98.291099,-878.416992,-144.744003
1044,RESIDENTIAL,SUBURBAN,45.62,27.62,40.37,38.86,32.441898,-97.803298,-451.092987,-105.471
1045,RESIDENTIAL,SUBURBAN,44.41,26.67,39.44,38.41,33.153099,-96.115501,-403.125,-6.69457
1046,RESIDENTIAL,SUBURBAN,46.08,26.73,39.65,38.66,30.036399,-94.071098,-616.629028,116.319999
1047,INDUSTRIAL,URBAN,43.59,27.32,38.25,37.16,29.893999,-93.987899,-626.328002,121.552001
1048,RESIDENTIAL,SUBURBAN,45.47,27.21,39.37,38.34,29.9428,-94.000701,-622.986022,120.702003
1049,RESIDENTIAL,SUBURBAN,46.17,27.5,40.92,40,29.864,-94.317802,-628.802978,101.664001
1050,COMMERCIAL,SUBURBAN,44.93,30.58,39.88,38.71,29.718099,-93.896896,-638.322021,127.324996
1051,RESIDENTIAL,URBAN,44.02,28.68,38.67,37.48,29.864999,-93.955001,-628.28302,123.583
1052,RESIDENTIAL,URBAN,46.7,28.78,40.97,40.02,29.9789,-94.010902,-620.513,120.037002
1053,COMMERCIAL,SUBURBAN,44.33,25.68,38.92,37.55,32.353298,-97.436698,-457.57901,-84.124397
1054,COMMERCIAL,SUBURBAN,46.99,30.59,42.11,40.81,32.564998,-96.317703,-443.627014,-18.550399
